Name,Algorithm,Reduced,Iterations,Time,Cost
36934_2,heuristic greedy,True,6,15.993228912353516,85.15963707558208
48307_3,heuristic greedy,True,1,2.5293266773223877,10.01
84954_3,heuristic greedy,True,8,21.602286338806152,236.62186676976302
145085_2,heuristic greedy,True,8,20.051482677459717,124.93601334005004
29370_2,heuristic greedy,True,1,2.2779064178466797,10.01
140099_1,heuristic greedy,True,2,4.652563095092773,20.0
77727_1,heuristic greedy,True,11,26.483222246170044,145.619641701191
12407_1,heuristic greedy,True,16,37.11176896095276,287.68822107684446
23107_1,heuristic greedy,True,11,25.771166801452637,133.9305892501001
140273_2,heuristic greedy,True,11,27.209240913391113,152.45496468765452
49483_3,heuristic greedy,True,5,11.764533996582031,56.36038596999998
146547_1,heuristic greedy,True,6,15.538451433181763,60.54249152999999
163306_2,heuristic greedy,True,3,7.308744430541992,32.62789443999999
49412_2,heuristic greedy,True,7,17.716991901397705,152.89980118018926
67398_2,heuristic greedy,True,1,2.2589588165283203,10.0
67405_3,heuristic greedy,True,13,30.782159090042114,275.1972836
118448_3,heuristic greedy,True,1,2.8114826679229736,10.0
44493_2,heuristic greedy,True,7,17.44434952735901,88.91383166560766
23506_3,heuristic greedy,True,4,10.190754175186157,58.89231070493925
5675_2,heuristic greedy,True,1,2.675845146179199,13.2
58270_3,heuristic greedy,True,5,11.665806293487549,52.09996611999998
30579_3,heuristic greedy,True,1,2.493337392807007,10.0
100797_1,heuristic greedy,True,3,7.018272876739502,43.67438384000002
74489_1,heuristic greedy,True,10,24.594503164291382,142.32525578010006
115522_3,heuristic greedy,True,2,4.364555835723877,20.522491529999996
54263_1,heuristic greedy,True,8,20.401986837387085,107.6763954033403
118506_1,heuristic greedy,True,3,7.50692343711853,30.532491529999994
164435_3,heuristic greedy,True,2,4.924828767776489,20.0
164024_1,heuristic greedy,True,2,5.119310140609741,20.0
80562_2,heuristic greedy,True,3,7.580731391906738,30.009999999999998
124071_3,heuristic greedy,True,1,2.4684016704559326,10.0
155309_3,heuristic greedy,True,7,17.34562635421753,112.70054350999999
116965_3,heuristic greedy,True,2,4.283540964126587,20.0
167539_2,heuristic greedy,True,2,4.954749345779419,20.0
37068_1,heuristic greedy,True,7,15.877539873123169,145.54548717999992
61213_2,heuristic greedy,True,1,2.4566218852996826,10.0
46721_3,heuristic greedy,True,1,2.6169991493225098,10.0
7525_1,heuristic greedy,True,12,26.935374975204468,174.67034852545828
85080_3,heuristic greedy,True,7,17.969377040863037,94.46929008155469
106155_1,heuristic greedy,True,9,22.42412567138672,141.79763131863203
126081_1,heuristic greedy,True,2,5.071437358856201,20.0
110417_2,heuristic greedy,True,6,15.466637372970581,78.0045043607558
2639_3,heuristic greedy,True,4,9.710039854049683,59.50378964999997
