Name,Algorithm,Reduced,Iterations,Time,Cost,Total_operators
Planning with Pixels,non stop classification greedy,True,1,1.544051170349121,13.519798947196975,2
Playing Pairs with,non stop classification greedy,True,8,20.266480445861816,75.78328240000002,46
Pre-Training With Scientific,non stop classification greedy,True,3,7.361967325210571,16.139753899999988,11
Predicting Depression Severity,non stop classification greedy,True,6,14.157893896102905,71.48424999999999,38
Predicting the Argumenthood,non stop classification greedy,True,2,4.990224599838257,19.26187162499997,10
Probability trees and,non stop classification greedy,True,2,9.093025922775269,13.847327497498185,4
Projective Quadratic Regression,non stop classification greedy,False,3,8.762035846710205,30.0,4
Provably Convergent Federated,non stop classification greedy,False,2,7.28807806968689,17.852799999999945,5
Provably Secure Federated,non stop classification greedy,True,2,6.890769720077515,11.435219496470587,13
Qualitative Analysis of,non stop classification greedy,True,4,11.246295928955078,42.7661078,12
Quantization-Based Regularization for,non stop classification greedy,True,4,15.23639464378357,30.49131073387592,12
Relevant Intrinsic Feature,non stop classification greedy,True,3,17.954082489013672,53.60133037000003,30
Representing Closed Transformation,non stop classification greedy,True,5,16.038198232650757,27.29570927999999,11
Responsive Planning and,non stop classification greedy,True,1,1.1940381526947021,0.0,2
Retrospective Reader for,non stop classification greedy,True,4,11.555305004119873,26.10536774999997,16
Revisiting Mahalanobis Distance,non stop classification greedy,True,1,2.7265689373016357,6.202062087291736,2
Source-Target Inference Models,non stop classification greedy,True,5,15.996617555618286,41.87599817500006,30
Synchronous Speech Recognition,non stop classification greedy,False,5,19.062084674835205,46.061505774999986,32
Task-Driven Causal Feature,non stop classification greedy,True,4,13.517754793167114,28.233671624999985,10
That_s Mine! Learning,non stop classification greedy,True,4,11.715587377548218,57.32606775000001,15
The Complexity of,non stop classification greedy,False,6,33.402584075927734,47.86058310000003,12
Title-Guided Encoding for,non stop classification greedy,True,3,9.002102375030518,32.55556567000005,27
Token-Level Contrastive Learning,non stop classification greedy,True,3,10.5787513256073,32.59702054999997,23
Top-N Recommender System,non stop classification greedy,False,8,23.90152096748352,45.64022922500001,37
Topical Phrase Extraction,non stop classification greedy,True,6,15.592842817306519,32.69826828499994,21
Topological Pooling on,non stop classification greedy,True,3,26.764808416366577,34.480901600000024,17
Toward a Human-Level,non stop classification greedy,True,4,9.958139419555664,35.48439399999998,16
Towards an Integrative,non stop classification greedy,False,2,16.52200412750244,22.17651520000004,7
Towards Autonomous Satellite,non stop classification greedy,True,5,23.92134189605713,54.6629016,19
Towards Cognitive Robots,non stop classification greedy,True,4,13.45096731185913,39.44128889999997,16
Treatment effect estimation,non stop classification greedy,False,3,11.237207412719727,31.06151520000003,12
