Name,Algorithm,Reduced,Iterations,Time,Cost,Total_operators
Retrospective Reader for,heuristic greedy,True,3,8.12449049949646,32.025471499999924,23
Revisiting Mahalanobis Distance,heuristic greedy,True,4,16.44960904121399,43.437010574583454,14
Source-Target Inference Models,heuristic greedy,False,3,13.984390258789062,30.0,52
Synchronous Speech Recognition,heuristic greedy,True,5,16.963754415512085,55.05999099999997,47
Task-Driven Causal Feature,heuristic greedy,True,5,18.23133897781372,50.53237162499998,32
That_s Mine! Learning,heuristic greedy,True,7,22.804520845413208,83.35895549999995,36
The Complexity of,heuristic greedy,False,5,28.231415033340454,50.825232000000014,27
Title-Guided Encoding for,heuristic greedy,False,6,19.822185754776,71.67866722000005,45
Token-Level Contrastive Learning,heuristic greedy,True,5,18.633053064346313,51.84315160000007,29
Top-N Recommender System,heuristic greedy,False,6,17.316490650177002,70.5993409999999,58
Topical Phrase Extraction,heuristic greedy,True,1,1.532522439956665,10.0,8
Topological Pooling on,heuristic greedy,True,2,17.82046914100647,23.091515199999947,14
Toward a Human-Level,heuristic greedy,True,4,10.024949789047241,41.38812654999998,27
Towards an Integrative,heuristic greedy,False,2,16.203648328781128,22.210515199999918,8
Towards Autonomous Satellite,heuristic greedy,True,4,18.861278772354126,55.379151599999986,17
Towards Cognitive Robots,heuristic greedy,True,3,10.443794012069702,31.083980300000007,24
Treatment effect estimation,heuristic greedy,False,3,11.020246744155884,31.06151520000003,11
